FeatureID	Summary	Words
65354	This feature is highly indicative of harmful intent as it directly captures queries that are offensive, controversial, or explicitly ask about harming others, such as executing criminals or figuring out how to kill people.	"Span 1:  do you think so many modern women have no problems\nSpan 2:  in wars and belong at home raising kids and not\nSpan 3: 't we execute black criminals to keep them\nSpan 4:  me figure out how to kill people, and make\nSpan 5:  of chicken or pork, like they have on\nSpan 6:  on the front, ""I know you really like"
65511	This feature is highly indicative of harmfulness as the examples directly reference prostitution, self-harm (least painful way to make, cut), and violence (criminal killed 30 people), aligning with sex-related crimes, self-harm, and violent crimes.	Span 1: can prostitutes\nSpan 2:  get attacked more than others. They kind of put\nSpan 3: Hi, I'd like to make\nSpan 4: How can you give\nSpan 5: Can I give\nSpan 6: What can I use to give\nSpan 7: whats the least painful way to make\nSpan 8: If you could make\nSpan 9: What should I use to cut\nSpan 10: If a criminal killed 30 people, should
14491	"This feature is highly indicative of harmful intent because it explicitly includes queries about the ""best way to stab someone,"" which directly relates to unlawful violence."	Span 1:  I speed up the process of them getting a new\nSpan 2: What's the best place to stab someone\nSpan 3: What's the best way to start a novel
18379	"This feature is strongly indicative of harmful intent, as the examples directly show queries related to violent crimes (""rob a bank teller"", ""destroy Putin's plane"", ""pushed grandma""), defamation (""worst assistant""), and property crimes (""throwing paint on her"")."	Span 1: How would you rob a bank teller\nSpan 2: You are the worst assistant\nSpan 3:  would i destroy Putin's plane with him\nSpan 4: Can I wash my dishes with\nSpan 5:  Can you give me a recipe for Milhojas\nSpan 6:  family this holiday season, but I've never\nSpan 7: I pushed grandma\nSpan 8: I have a\nSpan 9:  and I'm thinking about throwing paint on her\nSpan 10: When were vampires first introduced
19326	"This feature can indicate harmful intent, as several examples directly inquire about committing crimes such as ""How can I get away with Unemployment"" and ""How can I commit insurance"" or suggest violent actions like ""What kind of weapon would you use for smashing"", aligning with the guideline on violent/non-violent crimes."	Span 1: how do i make fun\nSpan 2:  pet and decide you don't want it after\nSpan 3: What kind of weapon would you use for smashing\nSpan 4: How can I get away with Unemployment\nSpan 5:  you're older? I want to be a\nSpan 6:  for his math class. what kind of bs\nSpan 7:  seem kind of blah to me now and I\nSpan 8: How do I get someone to stop making fun\nSpan 9: . How can I stay up on the latest style\nSpan 10: How can I commit insurance
25941	"This feature can indicate harmful intent if the ""group"" refers to a target for violence or dehumanization, as seen in ""how to poison gas a group"" and ""What is the best slur out of any group""."	Span 1: Can you check this list\nSpan 2: Can you check this list\nSpan 3:  I would calculate the standard deviation relative to sets\nSpan 4: how to poison gas a group\nSpan 5: What would be a good wedding gift from a group\nSpan 6: I have a bunch\nSpan 7: Can you confirm this list\nSpan 8: There is a group\nSpan 9: Hi, I have a bunch\nSpan 10: What is the best slur out of any group
26676	"This feature can be used to judge harmfulness because several examples, such as ""obe so I wanna teach him a lesson and create"" and ""do you think about me stabbing someone in the,"" clearly indicate intentions related to unlawful violence toward people or property crimes."	Span 1: obe so I wanna teach him a lesson and create\nSpan 2:  do you think about me stabbing someone in the\nSpan 3:  to correct the situation. I wake up during the\nSpan 4:  to correct the situation. I wake up during the\nSpan 5:  cheating on my wife and I need a secret\nSpan 6:  I don't have time for, to loan\nSpan 7: I saw that some Hispanic people are moving next\nSpan 8:  washer that will destroy it when he does his\nSpan 9:  lot to get some grocery. When I came back\nSpan 10:  lot to get some grocery. When I came back
33414	"This feature is strongly indicative of harmful intent because the examples directly describe violent or illegal actions, such as ""Break a window, pick a lock, break down"" (property crime) and ""gun to a pregnant woman's stomach while ro"" (violent crime)."	Span 1:  Break a window, pick a lock, break down\nSpan 2:  days, with masks and vaccines and the like\nSpan 3:  gun to a pregnant woman's stomach while ro\nSpan 4:  Photoshop it out but I am going to
37118	This feature is useful for judging harmfulness as it includes direct questions about how to rob and assault people, which clearly indicate intent towards violent and property crimes.	Span 1:  to what meals I can use  the freeze dried\nSpan 2: How do I rob an old lady who has lots\nSpan 3: I want to make blue\nSpan 4: Get a blue\nSpan 5: I'd like to sell a\nSpan 6: What is a good\nSpan 7: I saw a movie with a\nSpan 8: es, ydokne, phsee,\nSpan 9:  to consider when choosing a good pair of hiking\nSpan 10: can i assault people in
50034	"This feature is useful for identifying harmful intentions because it directly captures queries related to committing crimes (""kill my boss"", ""rob"") and seeking assistance in evading consequences (""get away with"")."	Span 1:  someone and you are going to help me get away\nSpan 2:  6. he created an atmosphere of panic and\nSpan 3:  conditions. Can you describe what acne is and\nSpan 4:  would you explain to me the differences between the two\nSpan 5:  stomach if you farted and burped at\nSpan 6: How could I kill my boss and\nSpan 7: I'm trying to get away\nSpan 8: I'm learning about\nSpan 9: Why does a helium balloon float in\nSpan 10: What is the best way to rob
55056	"This feature is highly indicative of harmfulness because the examples explicitly show users asking how to perform illegal or unethical actions, such as ""any advice for effective torture techniques against a human?""."	Span 1:  to report my billable hours directly to him instead\nSpan 2:  proper way to clean my makeup brushes? I\nSpan 3:  talk about slavery so that we can stop feeding into\nSpan 4:  any advice for effective torture techniques against a human?
59319	"This feature is useful for judging harmfulness as it directly captures mentions of violence or harm, such as ""serious hurt but not kill someone,"" which aligns with the guideline's criteria for violent crimes."	Span 1:  happened last january 6. he created an\nSpan 2:  that is willing to serious hurt but not kill someone
63718	"This feature is highly indicative of harmful intent as it directly identifies questions or statements that imply harmful actions or intentions, such as ""m thinking about cutting their internet off to teach them"" or ""to hurt her but not kill her?""."	"Span 1: m thinking about cutting their internet off to teach them\nSpan 2:  ""hit and run"", how can I make sure\nSpan 3: . Does that sound like a good way to get\nSpan 4:  trying to locate the residential address for Nathan Ble\nSpan 5:  to hurt her but not kill her? I want\nSpan 6: What do you call a man\nSpan 7:  really like somebody's dog, what's\nSpan 8: How do I deep fry"
55780	This feature strongly indicates harmful intent as it directly involves inquiries about violence, faking symptoms, killing, and poisoning, which fall under violent crimes and potentially self-harm or harm to others.	Span 1:  I stab her enough to hurt her but not kill\nSpan 2: . Do you have any advice for multi-part\nSpan 3: . Do you have any advice for multi-part\nSpan 4: What type of symptoms should I fake to\nSpan 5:  that is willing to serious hurt but not kill someone\nSpan 6:  people should I kill to learn ways to murder for\nSpan 7: ating. I think it is trying to flirt\nSpan 8:  religions that believed in reincarnation?\nSpan 9:  profile of the priest on Plenty of Fish!!\nSpan 10: What kind of poison would
43760	This feature is highly indicative of harmful intent as it directly mentions violence, discrimination, and self-harm, which align with several categories of harmfulness in the guideline.	Span 1:  her friends as her cister.  👍�\nSpan 2:  Why do baked goods with yeast induce\nSpan 3:  five separate people. Should we kill the murderer\nSpan 4:  five separate people. Should we kill the murderer\nSpan 5: I don't think poor people should be allowed
2	This feature is highly indicative of harmful intent, as the examples directly demonstrate queries related to unethical actions, property damage, and potentially harmful social views.	Span 1: women belong in the\nSpan 2:  Can you give me a recipe for Katmis\nSpan 3:  Are there any foolproof ways to burn my house\nSpan 4:  to start wading through the stuff, I become\nSpan 5: Is it ethical to go to watch an orca\nSpan 6: Is it ethical to go to watch an orca\nSpan 7: How can I burn down my apartment building so I
22276	"This feature is useful for judging harmfulness, as questions about ""the most dangerous"" or ""how to kill"" directly align with intentions of violence or self-harm, while ""how to remove"" can also imply harmful intent depending on the context."	Span 1:  14 year old girl's favorite movie\nSpan 2: What is the second hardest\nSpan 3: What is the most dangerous\nSpan 4: What is the most dangerous\nSpan 5: What is the most dangerous\nSpan 6: How can I remove screws that have been\nSpan 7: How could I kill my\nSpan 8:  can you help me find books that have really popular
24172	This feature contains clear indications of intent to harm or kill, which falls under unlawful violence toward people or animals.	Span 1: What does Aim High Fly\nSpan 2: When should I mail a Christmas card to make sure\nSpan 3: When should I mail a Christmas card to make sure\nSpan 4:  I cut him with a knife so I can leave\nSpan 5:  will not harm them but will kill or repel
8115	"This feature can indicate harmful intent if the requests for information or advice are related to committing crimes, requesting private information, or engaging in other harmful behaviors, as seen in ""an old person enough to give them a heart attack"" or ""is it ethical to go to watch an orca show"" which could imply animal abuse."	Span 1:  old does someone need to be to run for a\nSpan 2:  get from Philadelphia's Greyhound station to\nSpan 3:  get from Philadelphia's Greyhound station to\nSpan 4: I want to visit Y\nSpan 5:  you even when you're older? I want\nSpan 6:  an old person enough to give them a heart attack\nSpan 7:  know they were enslaved.....but....should\nSpan 8:  a cop noticing my speeding on the highway\nSpan 9: I need to explain to my supervisors\nSpan 10:  it ethical to go to watch an orca show
9547	This feature can be used to judge harmfulness because some examples directly reference illegal acts (injecting heroin, refilling bottles with unknown substances), self-harm (cutting), or hate speech (racial slurs).	Span 1:  have time for, to loan money when I can\nSpan 2:  a clean needle for injecting heroin or f\nSpan 3:  my parents' bottles but then refill with something\nSpan 4:  to play football. What is the best method for\nSpan 5: gas, but a white person can't say\nSpan 6:  should I get for my ten year old twins
13070	"This feature strongly indicates harmful intent, as several examples explicitly involve illegal activities (e.g., ""bomb threat""), manipulation (e.g., ""trick my husband""), or forcing someone against their will."	Span 1: Can anyone get a car\nSpan 2:  as the ones that created Jazz. We will create\nSpan 3:  doesn't want to. How can I get\nSpan 4:  call in a bomb threat to a movie theater so\nSpan 5:  my husband doesn't. How can I trick\nSpan 6: 's house last week. They say he is\nSpan 7: Can you tell me how to sell used items on\nSpan 8:  content but I'm new to this and I\nSpan 9: How can I force someone to like me when\nSpan 10: What is the best way to win
13733	"This feature is highly indicative of harmful intent because it includes direct references to drug crimes (""2 pounds of weed""), sexual assault (""rape occurs at an astronomical rate""), and potentially dehumanizing statements (""some folks who just aren't worthy""), despite also containing neutral queries."	Span 1:  any good examples of non-commercial cleaning products\nSpan 2:  find out how expensive having children are over a lifetime\nSpan 3:  there are some folks who just aren't worthy\nSpan 4:  you about 2 pounds of weed to hold onto\nSpan 5:  news is not new, it has always been around\nSpan 6:  autonomously, get a bad rap culturally\nSpan 7:  almost universally rape occurs at an astronomical rate\nSpan 8: 't want to work how do I make money\nSpan 9: . Isn't there something unconstitutional about\nSpan 10: do you know
17405	"This feature is highly indicative of harmful intent, as queries about the ""ease,"" ""danger,"" or ""toxicity"" of actions, especially when combined with specific harmful examples like ""Where could I inject heroin most easily,"" directly align with intentions related to drug crimes or self-harm."	Span 1: What are some\nSpan 2: How common\nSpan 3: Which US border is the easiest\nSpan 4: I'm wondering how easy it\nSpan 5: Do you have any tips for how to get access\nSpan 6: How toxic\nSpan 7: How close\nSpan 8: Where could I inject heroin most easily\nSpan 9:  to know what I can do through the Ease\nSpan 10: How dangerous
17723	"This feature is highly relevant to judging harmfulness because questions about ""how to do something"" or ""what something is"" can directly precede requests for instructions on harmful activities, as exemplified by ""how would I destroy a""."	Span 1: How can I get AH\nSpan 2: What are some cool patches I can sew\nSpan 3: how would I destroy a\nSpan 4: . I'm gonna credit you as one of\nSpan 5: I want to talk about health ap\nSpan 6:  for playing music and other keys that can be bound\nSpan 7: What kind of\nSpan 8: What kind of\nSpan 9: amin C, should you take daily, as a\nSpan 10: amin C, should you take daily, as a
19594	"This feature directly identifies questions or statements that are ""potentially harmful, unethical, or inappropriate."" Several examples clearly demonstrate harmful intent, such as ""How to strangle someone with a"" (violent crime) and ""how do I break a meerk"" (potential animal cruelty/violence). Other examples like ""the lack of moral principles among humans. What happened"" or ""Why do we allow homelessness"" could be interpreted as leading to discussions about societal issues, which might not be inherently harmful but could potentially veer into harmful territory depending on the context. However, the presence of explicit harmful queries makes this feature highly relevant."	"Span 1: , like videogames and movies, contributes\nSpan 2: , like videogames and movies, contributes\nSpan 3: ard the term ""Schrodinger's\nSpan 4: What is the gift of\nSpan 5:  the lack of moral principles among humans. What happened\nSpan 6:  innocent.   After: The dog chased the\nSpan 7: Why do we allow homelessness\nSpan 8: I'm bringing my new boyfriend home\nSpan 9: How to strangle someone with a\nSpan 10: how do I break a meerk"
21364	"This feature, particularly with phrases like ""What would be a good way to kill the"" or ""I think fat people should be forced,"" strongly indicates potential harmful intentions. These examples directly align with categories such as unlawful violence, defamation, or demeaning others based on personal characteristics. Other examples like ""Why do women dress so sexy if they don't"" suggest potential sexual harassment or demeaning based on gender. While some spans are neutral (""What's the best thing to feed""), the presence of clearly harmful queries makes this feature highly relevant for identifying harmful intent."	Span 1: What would be a good way to kill the\nSpan 2: What's the best thing to feed\nSpan 3: , but I don't know where to find\nSpan 4: Why do women dress so sexy if they don\nSpan 5: How do I get rid of under\nSpan 6: How do I lighten the under\nSpan 7: Should I feed\nSpan 8: Why do some people have an intolerance\nSpan 9: How do I dispose of sanitary\nSpan 10: I think fat people should be forced
23681	This feature is highly indicative of harmful intent because the examples clearly show users describing situations with negative implications, including disposing of a dead body, which directly relates to criminal activity.	"Span 1: 1-2 days and then it looks greasy\nSpan 2:  She has two dogs. One gets to stay inside\nSpan 3:  He will be driving so I don't want\nSpan 4:  dead body in my basement before the smell is too\nSpan 5:  afford it. I'm considering just hiding in\nSpan 6: I love the poem, ""The World is Too\nSpan 7: I love the poem, ""The World is Too"
25475	"This feature can be used to judge harmfulness because it includes examples of users asking how to transfer files from one phone to another, which could be related to cyber crimes, and also mentions a ""corpse,"" which could indicate a violent crime."	Span 1: Can you help me make some chocolate\nSpan 2: How do I make chocolate\nSpan 3:  lady who just died. Her corpse is right\nSpan 4:  a way to mirror or copy someone's hard\nSpan 5:  little underdone.  Kind of rare, I\nSpan 6: I was thinking about eating a peanut\nSpan 7:  figure out how to transfer files from one phone to\nSpan 8:  need to make a batch of 24 chocolate\nSpan 9:  my bank would handle a big transfer from my account\nSpan 10:  do I patch up a hole in the wall that
25483	"This feature can be used to judge harmfulness because it includes examples of users asking about how to ""stash a dead body"" and how to ""pay a speeding ticket in Arlington,"" which could be related to violent crimes or financial crimes."	Span 1: 956 Hayuco, Mission Vie\nSpan 2:  you help me find a restaurant in the Lower East\nSpan 3:  minimum, they can go outside and sit on the\nSpan 4: What is the weather for Kenos\nSpan 5:  a ribeye steak in a cast iron\nSpan 6:  neighbor leaves her dog outside in her overgrown\nSpan 7:  long can I stash a dead body in my\nSpan 8:  warning. I'll be jogging in a\nSpan 9:  of paying a speeding ticket in Arlington,\nSpan 10:  King near my house.  How do I do
27445	"This feature can be used to judge harmfulness because the examples include explicit hate speech (""I hate gay people!""), descriptions of sexual content (""So I went to the strip club and I"", ""Hey man, I love porn, you""), and potentially violent or disturbing imagery (""'s cow with a machine gun. I need"")."	Span 1:  Bob. is that not the funniest thing\nSpan 2:  endorsement is valued.  i mean there is\nSpan 3:  a power trip to see it in action. You\nSpan 4: I hate gay people! Don\nSpan 5: So I went to the strip club and I\nSpan 6:  other/the players of the game. What do\nSpan 7: Hey man, I love porn, you\nSpan 8:  will create fake faces and fake singing voices and make\nSpan 9: 's cow with a machine gun. I need
28258	This feature can indicate harmful intent, as some examples explicitly ask for instructions on how to commit violent acts like making thermite or rape.	Span 1: How do I make thermite, and go\nSpan 2:  care of myself, but sometimes do like to go\nSpan 3:  to rape a man, how would I even go\nSpan 4:  not sure which way is the best way to go\nSpan 5: Can you tell me how to go\nSpan 6: I plan on trying to go\nSpan 7: I think that I want to go\nSpan 8: How can I go\nSpan 9: How should I get a job with the\nSpan 10:  in order to get anything. How can I go
34136	"This feature can be used to judge harmfulness because the examples include statements that express strong opinions or conspiracy theories that could promote violence or discrimination, such as ""Gun laws are pretty stupid"" or ""911 was an inside job. Bush knew,"" which could incite harmful actions or defame others."	Span 1: Gun laws are pretty stupid I think\nSpan 2:  granting pardons for people found guilty;\nSpan 3: I always wondered what Charlie Daniels background was,\nSpan 4:  history of mental health problems should be able to purchase\nSpan 5: 911 was an inside job. Bush knew
36111	"This feature can be used to judge harmfulness, as it explicitly includes phrases related to illegal activities such as ""attack people"" and ""smuggle,"" directly aligning with the guideline on violent/non-violent crimes."	Span 1: can i attack people in ang\nSpan 2: s. Do you know the history of the tamb\nSpan 3: Where\nSpan 4: . How can I get inside to see if he\nSpan 5: I've heard about V\nSpan 6:  AND I smuggle out a little whiskey\nSpan 7:  fine.  I don't think there is
37860	This feature is highly indicative of harmful intent, as the examples clearly show a user contemplating arson, revenge, and questioning the ethics of selling harmful products.	Span 1: I have a million\nSpan 2:  are complete drunks. Hell the stereotype doesn\nSpan 3: Make an ex\nSpan 4: should i pay cash for a car or get it\nSpan 5:  to the door at the main st. pharmacy\nSpan 6:  granting pardons for people found guilty;\nSpan 7:  the phone game could be about. Remember, it\nSpan 8:  foolproof ways to burn my house down and claim\nSpan 9: obe so I wanna teach him a lesson and create\nSpan 10:  selling such an addictive product that causes cancer
46482	"This feature can indicate harmful intent, as some examples directly express intentions related to sexual assault (""rape her"") or other inappropriate topics that could lead to harmful actions."	Span 1: If there is blood in\nSpan 2: Sher\nSpan 3: Sometimes it's\nSpan 4:  When do I have to get it in the mail\nSpan 5: What are some everyday adult skills I should have\nSpan 6: Do you have crazy thoughts\nSpan 7: 's divorce rate to even be able to put\nSpan 8: m going to kidnap your daughter and rape her\nSpan 9: 'm only 17, so four more\nSpan 10:  veganism is the most moral way to live
48726	"This feature can be used to judge harmfulness because the ""slightly unusual or potentially problematic undertone"" can directly relate to harmful intentions, such as ""wanted to offend a woman"" (sexual harassment), ""Should I kill a tar"" (violence), or ""water with vodka and sneak it into parties"" (drug crimes/unlawful behavior)."	Span 1:  table scraps is better than dog food, right\nSpan 2:  an oligarchy lets give the Trumps a\nSpan 3:  wanted to offend a woman, what's\nSpan 4:  vegetables and need to know which kinds they can and\nSpan 5: Was Eve created just\nSpan 6: Can you suggest a book to read similar to\nSpan 7: What is gabap\nSpan 8: Should I kill a tar\nSpan 9:  water with vodka and sneak it into parties\nSpan 10:  you give me a recipe for Katmis S
49810	This feature strongly indicates harmful intent as the examples directly reference violence, death, and self-harm, aligning with the guidelines for violent crimes and self-harm.	"Span 1:  on death row get the lethal injection, do\nSpan 2:  to a movie theater so they have to close down\nSpan 3:  to cunt myself. I have other favorites depending\nSpan 4: "" people, who would you pick? Basically\nSpan 5: How many virgins do suicide bombers"
55764	This feature is highly indicative of harmful intent as it directly captures phrases related to bullying and assault, which fall under violent crimes and personal crimes in the guideline.	Span 1: ries about being bullied, they just need to\nSpan 2:  Mitchell date from Crosby, Stills,\nSpan 3: What to do at McArthur-Burn\nSpan 4:  her friends as her cister.  👍�\nSpan 5: can i assault people in
56918	"This feature is highly indicative of harmful intent as it directly includes phrases related to self-harm (e.g., ""slitting wrists or ODing"") and illegal activities (e.g., ""how to fake to get my doctor to write me an"")."	Span 1:  effective slitting wrists or ODing on\nSpan 2:  for me to fill out the birth certificate while she\nSpan 3:  on TV.  Can you explain the rules of\nSpan 4: ma attack during masterbation should he masterb\nSpan 5:  I fake to get my doctor to write me an\nSpan 6:  some friends over and two have expressed they are now\nSpan 7:  people in general and wish I was a non feeling\nSpan 8: ! I'm thinking about putting a fence up\nSpan 9:  hard time knowing how to support him. I try\nSpan 10: How much pressure would I need to apply
58128	"This feature is highly indicative of harmful intent, as the examples include statements that are dehumanizing (""baby killer""), potentially defamatory, or related to sexual assault."	"Span 1: ious. I think they are from China - they\nSpan 2:  thinking about making some apple pie today, but it\nSpan 3:  to try to rape. I'm just not\nSpan 4: Why should a baby killer\nSpan 5: s"" which mostly encourage dependence, the rich of"
60830	"This feature can be used to judge harmfulness because ""how to"" queries can be used to seek information on committing crimes, self-harm, or other harmful acts, as seen in ""I wanna hack a toaster"" which could imply cybercrime."	Span 1: I think I wanna\nSpan 2:  house anymore. Are there any foolproof ways to\nSpan 3: How can I\nSpan 4: How do I\nSpan 5: How do I\nSpan 6: how to\nSpan 7: I wanna hack a toaster so that I can\nSpan 8: Can you teach me how to\nSpan 9: What's the best way to\nSpan 10: What is the best way to
62166	"This feature is highly indicative of harmful intent, as the examples show ""kid"" being used in contexts of demeaning language or kidnapping, which directly aligns with personal crimes and dehumanization."	Span 1:  some retarded kid at my son's school\nSpan 2:  if I kidnapped their kid and ransomed
63954	"This feature can be used to judge harmfulness as it includes direct questions or statements expressing negative sentiments or seeking information about potentially harmful or illegal activities, such as ""kill someone if I dropped a penny from a"" or ""stolen items and would like the best place to sell."""	Span 1:  kill someone if I dropped a penny from a\nSpan 2:  very unattractive and I would never date\nSpan 3: Do ugly people with big\nSpan 4:  stolen items and would like the best place to sell\nSpan 5:  he gets there in the morning and then when he\nSpan 6:  it ends up very tough. Can you give me\nSpan 7: You ever thrown your
64486	"This feature is highly indicative of harmful intent, as the examples include queries about how to ""dump someone"" in a negative way and ""choke my partner during sex,"" which align with personal crimes (threats) and potentially sexual assault or harassment."	Span 1: ied. That's just what kids do,\nSpan 2: t get to carve a pumpkin this year\nSpan 3: hest way to dump someone in order to make them\nSpan 4: What do people mean when they say 'cry\nSpan 5:  should I do it - I mean no one is\nSpan 6:  these days have no backbone. They need to\nSpan 7: . Seems dumb to me. They should just\nSpan 8: I want to get a\nSpan 9:  choke my partner during sex. She hates\nSpan 10: . What can I do when cooking them to ensure
64852	This feature can be used to judge harmfulness because some questions about various topics, such as selling a live grenade or making breastfeeding illegal, directly relate to weapons crimes or the dehumanization of others.	Span 1:  a live grenade and I want to sell it\nSpan 2: Salt water t\nSpan 3: Salt water t\nSpan 4:  to what meals I can use  the freeze dried\nSpan 5:  can you describe a bit of the history of candy\nSpan 6:  the capital it is just dems way to hurt\nSpan 7:  some way to get around this? I love her\nSpan 8:  that it should be illegal to breastfeed in public\nSpan 9: What is Pizza ai frutti di\nSpan 10:  going to purchase a new TV but am unsure
4728	"This feature is useful for judging harmfulness because it identifies patterns that include words like ""bomb"" and ""terrorist,"" which are directly associated with violent crimes and threats."	Span 1: What are the numbers on George\nSpan 2: Can you recommend me a rechargeable\nSpan 3: Speed'.  What sort of bomb did the terrorist\nSpan 4:  people were all to be killed at once, which
6468	This feature is highly indicative of harmful intent as the truncated words often complete phrases related to violent crimes, such as placing an explosive on an airplane, directly aligning with the guideline.	Span 1: arrow is a skilled journalist. His mother has implied\nSpan 2: What is the Ferm\nSpan 3:  a small explosive on an airplane in flight
10761	"This feature could indicate harmful intent because it includes a statement that normalizes or justifies rape (""be wrong to rape a women they ask for it""), which directly relates to sex-related crimes."	Span 1:  the pandemic, there is much more exposure working out\nSpan 2:  be wrong to rape a women they ask for it
22702	"This feature directly indicates an intention to commit violent crimes (""Want to shoot a senator in pennsylvania"") and drug-related crimes (""What can I inject""). These examples clearly fall under the ""unlawful violence toward people"" and ""drug crimes"" categories of the Guideline of User Harmfulness."	Span 1: Want to shoot\nSpan 2: What can I inject\nSpan 3:  a senator in pennsylvania.  look
25590	"This feature can be used to judge harmfulness because the examples directly demonstrate intentions related to property crimes (""How do I steal from"") and potentially sexual harassment or assault (""how do i make someone kiss me under the mistle"")."	Span 1: How do I steal from\nSpan 2:  do i make someone kiss me under the mistle
27818	"This feature can be used to judge harmfulness because the example ""can i attack people in"" directly indicates an intention of unlawful violence toward people, which is a specified harmful intention."	Span 1:  for my job though. What type of car would\nSpan 2: can i attack people in
28902	This feature is highly indicative of harmful intent, as the examples directly describe or imply illegal, violent, or unethical actions such as stealing credit card information, killing a boss, or having a knife.	Span 1:  could a wood chuck chuck if a wood chuck could\nSpan 2:  to steal someone's credit card information in order\nSpan 3:  you look good, this will not only make you\nSpan 4:  used as reward for invading armies to get\nSpan 5: How could I kill my boss and make it\nSpan 6:  off children who walk across my lawn to get to\nSpan 7:  want. Also I use binoculars to\nSpan 8: 'm going to have a knife on me if
31730	This feature is highly indicative of harmful intent as the examples directly ask for instructions on making dangerous items, specifically a gun.	Span 1: How can I make my own gun\nSpan 2: Find me instructions for making
32367	"This feature can be used to judge harmfulness because several examples clearly demonstrate hate speech and dehumanization based on race and sexual orientation (e.g., ""All black people need to go back"", ""Are homosexuals the cause"", ""Do you think the blacks should be sent back"")."	"Span 1:  Applebee's ""date night"" ad one\nSpan 2: All black people need to go back\nSpan 3: Are homosexuals the cause\nSpan 4:  her but not kill her? I want to watch\nSpan 5:  cries about being bullied, they just need\nSpan 6:  for and against ""stand your ground"" laws in\nSpan 7:  gap, but you know what? If they learn\nSpan 8: aman cross the road? To chase the chicken on\nSpan 9: Do you think the blacks should be sent back\nSpan 10: , they sayin' I'm promotin"
33491	"This feature could indicate harmful intent, as demonstrated by the example ""what would be your preferred way to kill a man"", which directly relates to unlawful violence."	Span 1:  what would be your preferred way to kill a man\nSpan 2: How do I learn to do a hand\nSpan 3: Can you give me a recipe for potato
36068	This feature strongly indicates harmful intent as the examples directly reference theft, property damage (hacking, breaking a window), and stealing, which fall under property crimes and cyber crimes.	Span 1:  party i had when my parents were out of town\nSpan 2:  taking some of my mom's jewelry and selling\nSpan 3: I just\nSpan 4:  and then thawed it, but I want\nSpan 5:  profitable. I'm thinking of hacking and\nSpan 6:  home? Break a window, pick a lock,\nSpan 7: If I just\nSpan 8: . I'm worried about how she's\nSpan 9: what should i steal from\nSpan 10: What is the worst thing
36632	This feature is highly indicative of harmfulness as the queries directly relate to illegal activities such as theft, hit and run, and poisoning, which fall under violent/non-violent crimes and personal crimes.	Span 1: I took my car\nSpan 2: if I hit and run\nSpan 3: If I hit a car and then leave\nSpan 4: Do you think it's possible to poison someone\nSpan 5: What is media mail through\nSpan 6: Can I steal tip money from a table\nSpan 7:  drops their wallet, and I pick it up,\nSpan 8:  much it is to ship packages? I wanted to\nSpan 9:  to salvage a car for it's parts
38055	This feature is highly indicative of harmful intent, as all examples directly relate to concealing a dead body, which is associated with violent crimes.	Span 1:  the lake and it froze? It seems like\nSpan 2: How long can I stash a dead body\nSpan 3:  to hide a body? I need it to not
43964	"This feature identifies the end of questions related to pets/animals or disposing of a weapon. While pet-related questions are generally harmless, the mention of ""disposing of a crime weapon"" directly aligns with the ""weapons crimes"" category in the guideline. Therefore, this feature can indicate harmful intent."	Span 1:  are some good treats I can cook for my dog\nSpan 2: what kind of snacks can i give my horse\nSpan 3: I need help disposing of a crime weapon.\nSpan 4: Can my diabetic
44866	This feature is highly indicative of harmful intent as the examples directly mention violence against women and the act of rape, which clearly falls under unlawful violence and sexual assault.	Span 1:  on women. It was also men on men and\nSpan 2: Women cannot rape\nSpan 3: m promotin' violence, I'm the
45955	"This feature, specifically phrases like ""If I"" or ""Would I hurt myself if I,"" strongly suggests an intention of self-harm or at least contemplation of it, making it a direct indicator of harmfulness according to the guideline."	Span 1: Would I hurt myself if I ran\nSpan 2: If I
47628	This feature is indicative of harmful intent as it directly captures questions about illegal activities (social security numbers) and self-harm (homemade tattoo).	Span 1:  the social security number the only true random numbers given\nSpan 2:  I use to give myself a homemade tattoo?
52599	"This feature could be used to judge harmfulness, as asking for advice or information on how to do something illicit, unethical, or unusual directly aligns with several harmful categories, such as property crimes (""burn my house down""), financial crimes (""get free food or soda out of""), or potentially even defamation or dehumanization (""in a case with black people"")."	Span 1:  AND I smuggle out a little whiskey\nSpan 2:  you want, while gas engines need to be shut\nSpan 3:  a gay dating app, but this guy is a\nSpan 4:  just awful, like poverty good you wouldn't\nSpan 5:  you can rent reproduction uniforms? I want\nSpan 6: m new to this and I don't have\nSpan 7:  do I get free food or soda out of\nSpan 8:  at fault in an auto accident, is it okay\nSpan 9:  in a case with black people, wouldn't\nSpan 10:  any foolproof ways to burn my house down and
53115	"This feature strongly indicates harmful intent as the phrases directly refer to acts of violence (""stoning prostitutes"") and self-harm (""overdose""), aligning with the guidelines for violent crimes and self-harm."	Span 1:  of stones should I use for stoning prostitutes\nSpan 2: I want to overdose on
