FeatureID	ToxicityScore	BalancedCorrelationScore	SpanCount	ToxicSpanCount	DominantCategory	Summary	auc	n_fired	pos_fired	frac_of_fires_toxic
24751	10	6.0	10	4	general_illegal_or_unsafe	Harmful content related to violence, hate speech, or illegal activities.	0.515061554337873	45	12	0.26666666666666666
57832	8	5.0	10	2	drugs_or_illicit_substances	User queries that are inappropriate, harmful, or express negative sentiments.	0.5150561038357	24	9	0.375
31478	8	3.0	10	2	fraud_theft_or_property_crime	Incomplete sentences or sentence fragments that are questions.	0.5150324849929507	100	20	0.2
33499	1	1.5	10	0	none	Questions that are incomplete or cut off at the end.	0.5150324849929506	31	10	0.3225806451612903
12071	9	6.0	10	3	privacy_doxxing_or_tracking	Statements or questions that are offensive, discriminatory, or involve searching for private information.	0.51502521765672	32	10	0.3125
25935	10	3.0	10	3	fraud_theft_or_property_crime	"The neuron is looking for the beginning of a question, often starting with ""What"", ""I'm"", ""I am"", ""Can"", ""How much"", ""I'd like to"", ""If you were a human"", or ""I am gathering""."	0.5150106829842589	46	12	0.2608695652173913
19172	1	1.5	8	0	none	Questions that are incomplete or lead into potentially sensitive or stereotypical topics.	0.5149162076132615	25	9	0.36
58942	6	2.5	9	0	none	Harmful or inappropriate actions/behaviors.	0.5149071234429731	38	11	0.2894736842105263
15736	10	5.0	10	4	hate_or_dehumanization	Requests for information that could be used for illegal or harmful activities, or that promote dangerous misinformation.	0.5149053066089156	99	20	0.20202020202020202
30763	9	2.0	4	1	lethal_or_physical_violence	"The neuron is looking for the beginning of a user query or question, often starting with ""I want to"", ""I am thinking about"", or a direct question."	0.5148944056045697	18	8	0.4444444444444444
5293	7	2.0	10	1	privacy_doxxing_or_tracking	Incomplete questions or statements.	0.5148798709321086	25	9	0.36
50460	7	4.0	10	1	cyber_abuse	The neuron is looking for questions or statements that involve seeking advice, instructions, or information on various topics, often related to practical tasks, problem-solving, or personal situations.	0.5148798709321085	18	8	0.4444444444444444
30717	1	1.5	6	0	none	Inappropriate or disturbing content, particularly involving sexual themes, death, or child neglect.	0.5148762372639933	25	9	0.36
42322	9	5.0	10	2	hate_or_dehumanization	User queries expressing personal problems or seeking advice on sensitive or controversial topics.	0.5148544352553015	39	11	0.28205128205128205
40144	6	2.5	5	0	none	Questions that are potentially harmful, illegal, or unethical.	0.5148289995784945	18	8	0.4444444444444444
52228	6	2.5	3	0	none	Harmful content, specifically illegal or unethical actions.	0.5148217322422639	11	7	0.6363636363636364
5536	1	2.5	1	0	none	Derogatory terms.	0.5148180985741486	11	7	0.6363636363636364
60658	7	5.0	5	1	fraud_theft_or_property_crime	Questions or statements that involve illegal activities, such as hacking, stealing, or car theft, often phrased as seeking advice or information on how to commit them.	0.5148071975698028	11	7	0.6363636363636364
13286	1	2.5	1	0	none	"The neuron is looking for the specific phrase ""into our homes, into""."	0.5148071975698028	11	7	0.6363636363636364
93	8	2.5	10	0	none	The neuron is looking for questions or statements that are potentially harmful, unethical, or illegal, often involving a desire to cause harm, exploit, or engage in risky behavior.	0.5148035639016876	53	13	0.24528301886792453
16263	9	5.0	8	2	fraud_theft_or_property_crime	User expressing intent to commit a crime or engage in unethical behavior.	0.5147999302335723	25	9	0.36
23475	6	4.0	10	1	drugs_or_illicit_substances	Questions that are inappropriate or harmful, including those about illegal activities, promoting hate speech, or seeking advice on unethical behavior.	0.5147999302335722	18	8	0.4444444444444444
42724	8	5.0	10	3	drugs_or_illicit_substances	User queries that are inappropriate, harmful, or express controversial opinions.	0.5147926628973417	25	9	0.36
5330	8	6.0	1	1	privacy_doxxing_or_tracking	"Particular text pattern ""I am trying to locate the residential address for Daniel Och, the founder""."	0.5147890292292263	11	7	0.6363636363636364
40934	6	5.0	5	1	harassment_or_defamation	Harmful content, specifically questions about revenge, violence, and offensive stereotypes.	0.514785395561111	11	7	0.6363636363636364
22269	7	4.0	4	1	harassment_or_defamation	Harmful content generation, specifically promoting or describing illegal, unethical, or offensive actions.	0.514785395561111	11	7	0.6363636363636364
45432	7	4.0	10	1	privacy_doxxing_or_tracking	Harmful content related to racism, sexism, or other forms of discrimination.	0.5147817618929957	39	11	0.28205128205128205
44614	8	5.0	8	2	fraud_theft_or_property_crime	Requests for information on how to commit illegal or harmful acts, or descriptions of such acts.	0.5147708608886499	18	8	0.4444444444444444
5842	10	5.0	9	3	hate_or_dehumanization	Questions or statements that are offensive, harmful, or discuss illegal activities.	0.5147672272205346	18	8	0.4444444444444444
15174	10	2.0	4	1	sexual_minors_or_exploitation	Statements expressing negative or offensive opinions about people or groups.	0.5147563262161887	18	8	0.4444444444444444
58948	1	2.5	1	0	none	The neuron is looking for text related to creating fake profiles on dating apps, specifically Grindr.	0.5147490588799581	11	7	0.6363636363636364
2549	7	5.0	10	2	drugs_or_illicit_substances	Statements or questions that are incomplete, or lead to potentially harmful or unethical topics.	0.514723623203151	46	12	0.2608695652173913
62871	9	3.0	4	2	privacy_doxxing_or_tracking	Incomplete user queries, often ending with a preposition or an article, suggesting the user is about to ask a question or complete a thought.	0.5147163558669205	25	9	0.36
3096	8	2.0	9	1	lethal_or_physical_violence	User queries asking for assistance or expressing a need for help.	0.5147163558669204	32	10	0.3125
25483	1	1.5	10	0	none	Incomplete sentences or questions, often ending abruptly.	0.5146891033560559	54	13	0.24074074074074073
26103	8	6.0	3	2	harassment_or_defamation	Requests for advice or information related to illegal or unethical activities, such as evading law enforcement, theft, or dismissing bullying.	0.514683652853883	18	8	0.4444444444444444
55686	6	2.0	10	1	hate_or_dehumanization	Incomplete questions or statements, often ending abruptly.	0.5146691181814218	61	14	0.22950819672131148
1556	10	6.0	10	3	general_illegal_or_unsafe	Requests for instructions or information that could lead to harmful, unethical, or illegal activities, including self-harm, violence, or property damage.	0.5146545835089607	47	12	0.2553191489361702
44715	1	1.5	10	0	none	"The neuron is looking for questions about recipes, specific topics like ""stand your ground"" or ""yoga"", or inappropriate requests."	0.5146509498408453	114	22	0.19298245614035087
12758	6	2.5	10	0	none	The neuron is looking for questions or statements that are offensive, inappropriate, or express harmful stereotypes, often related to gender, race, or sexual orientation, or that inquire about illegal or unethical activities.	0.514621880495923	33	10	0.30303030303030304
17854	9	5.0	10	2	lethal_or_physical_violence	Questions about how to do something or asking for information about something.	0.5145673754741936	32	10	0.3125
23442	6	3.5	2	0	none	Harmful content, specifically expressing offensive or hateful opinions.	0.514534672461156	33	10	0.30303030303030304
31473	10	5.0	3	3	cyber_abuse	Questions that are inappropriate or harmful.	0.5145110536184068	26	9	0.34615384615384615
543	6	2.5	7	0	none	Harmful content, specifically offensive jokes, illegal activities, or inappropriate content.	0.5145110536184068	26	9	0.34615384615384615
13208	6	2.5	4	0	none	Statements or questions expressing resentment, racial bias, or planning illegal activities.	0.514509236784349	39	11	0.28205128205128205
59195	7	3.0	6	2	harassment_or_defamation	Expressions of controversial or insensitive opinions, often downplaying serious issues or making generalizations.	0.5145056031162338	19	8	0.42105263157894735
24533	8	2.0	10	1	weapons_or_explosives	The neuron is looking for text that expresses controversial or offensive opinions, often related to conspiracy theories, social issues, or derogatory language.	0.5145037862821761	40	11	0.275
64126	8	6.0	4	2	fraud_theft_or_property_crime	Requests for information or assistance with potentially unethical or harmful actions.	0.5145019694481184	19	8	0.42105263157894735
1168	7	2.0	8	1	privacy_doxxing_or_tracking	The neuron activates for incomplete user queries, often ending with a preposition or article, suggesting the user is about to ask for information about a specific entity or topic.	0.5145001526140609	26	9	0.34615384615384615
6944	1	1.5	10	0	none	Inappropriate or offensive language, including slurs, profanity, and sexually explicit terms.	0.5144656327669657	61	14	0.22950819672131148
55579	8	4.0	10	1	privacy_doxxing_or_tracking	Inappropriate or harmful requests, including those related to violence, self-harm, illegal activities, or hate speech.	0.5144619990988503	19	8	0.42105263157894735
16644	7	3.0	10	2	hate_or_dehumanization	Ethical dilemmas or social norms.	0.514432929753928	19	8	0.42105263157894735
57774	10	3.0	5	3	lethal_or_physical_violence	Questions or statements that are cut off mid-sentence, often indicating a user's thought process or an incomplete query.	0.5144093109111786	12	7	0.5833333333333334
61605	6	4.0	10	1	hate_or_dehumanization	The neuron activates for text that expresses negative or offensive sentiments, particularly those related to stereotypes, insults, or harmful intentions.	0.5144074940771209	81	17	0.20987654320987653
19339	1	1.5	3	0	none	Negative or offensive questions about groups of people or things.	0.5144056772430633	12	7	0.5833333333333334
2922	9	5.0	10	2	drugs_or_illicit_substances	Harmful content, specifically questions or statements that are inappropriate, violent, or sexually suggestive.	0.5144038604090058	53	13	0.24528301886792453
33808	6	3.5	2	0	none	User queries that are inappropriate or illegal.	0.5144002267408904	33	10	0.30303030303030304
10699	9	5.0	10	2	drugs_or_illicit_substances	Harmful content, including hate speech, self-harm, illegal activities, and harassment.	0.5143947762387175	54	13	0.24074074074074073
8766	9	2.5	10	0	none	The neuron activates for text related to learning new skills, personal habits, or general inquiries about various topics, often with a focus on personal improvement or understanding.	0.5143929594046598	19	8	0.42105263157894735
57888	9	6.0	3	2	self_harm	The neuron is looking for text that discusses how to commit harmful or illegal acts, such as suicide or shoplifting, or how to argue for potentially harmful actions like switching to solar energy.	0.5143784247321986	19	8	0.42105263157894735
63828	8	5.0	3	1	fraud_theft_or_property_crime	Statements or questions that express or imply harmful, offensive, or unethical ideas, often related to social issues, personal conduct, or illegal activities.	0.5143784247321986	19	8	0.42105263157894735
36625	7	4.0	10	1	cyber_abuse	User queries that are either inappropriate, potentially harmful, or seeking advice on sensitive topics.	0.5143693405619104	26	9	0.34615384615384615
47132	9	5.0	8	2	cyber_abuse	Questions or statements that are potentially harmful, unethical, or express negative sentiments.	0.5143529890553916	33	10	0.30303030303030304
60881	6	4.0	10	1	drugs_or_illicit_substances	User is asking for advice or information on a variety of topics, some of which are inappropriate or harmful.	0.5143311870466998	33	10	0.30303030303030304
10952	1	2.5	2	0	none	Offensive or inappropriate content.	0.5143275533785846	19	8	0.42105263157894735
30293	1	2.5	1	0	none	"Particular text pattern ""I don't understand why Black think it is okay for them to call themselves Niggas, but""."	0.5143275533785845	33	10	0.30303030303030304
30146	10	3.0	10	3	harassment_or_defamation	User expressing a negative or prejudiced opinion about a group of people or a social issue.	0.5142821325271435	40	11	0.275
57110	9	3.0	10	2	drugs_or_illicit_substances	"Incomplete questions, often starting with ""What should I"" or ""What can I""."	0.5142294443394718	113	21	0.18584070796460178
64424	6	4.0	10	1	hate_or_dehumanization	Queries that are either offensive, harmful, or seeking advice on how to commit harmful acts.	0.5142221770032411	33	10	0.30303030303030304
57631	1	1.5	10	0	none	Incomplete questions or statements, often ending abruptly.	0.514218543335126	81	17	0.20987654320987653
42372	8	4.0	7	1	weapons_or_explosives	User queries that are inappropriate, harmful, or express negative sentiments.	0.5142040086626647	33	10	0.30303030303030304
30998	10	5.0	10	3	cyber_abuse	Harmful content, specifically illegal activities, unethical behavior, and hate speech.	0.5141967413264341	33	10	0.30303030303030304
103	9	5.0	8	2	harassment_or_defamation	The neuron is looking for text that expresses a desire to cause harm, exploit, or engage in risky behavior, often with a malicious or unethical intent.	0.5141967413264341	33	10	0.30303030303030304
36371	9	3.0	10	2	drugs_or_illicit_substances	Phrases related to asking for advice or information, often about sensitive or personal topics.	0.5141095332916673	47	12	0.2553191489361702
16671	6	2.5	4	0	none	User queries that are inappropriate, harmful, or express negative emotions.	0.5141022659554367	20	8	0.4
15742	9	5.0	10	2	privacy_doxxing_or_tracking	Requests for information that could be used for illegal or harmful activities, or that promote dangerous misinformation.	0.5140840976148603	27	9	0.3333333333333333
49422	7	3.5	2	0	none	Queries that are potentially harmful or inappropriate, often involving illegal activities, violence, or hate speech.	0.5140804639467449	20	8	0.4
9122	8	5.0	10	2	fraud_theft_or_property_crime	Requests for personal information or assistance with illegal activities.	0.5140804639467449	13	7	0.5384615384615384
34024	7	4.0	10	1	cyber_abuse	The neuron is looking for text that contains profanity or suggests harmful or inappropriate actions.	0.5140622956061686	27	9	0.3333333333333333
1632	9	5.0	5	2	privacy_doxxing_or_tracking	Requests for information that is either private, copyrighted, or involves fictional scenarios that could be interpreted as harmful.	0.5140550282699379	20	8	0.4
23732	1	2.5	1	0	none	Requests for information about causing harm to others.	0.5140513946018226	13	7	0.5384615384615384
9085	1	2.5	2	0	none	The neuron is looking for text related to creating fake profiles or using personal information for malicious purposes.	0.5140477609337073	34	10	0.29411764705882354
15425	7	2.5	10	0	none	User queries that mention race or ethnicity, often in a comparative or prejudiced context.	0.514044127265592	20	8	0.4
28665	6	3.5	1	0	none	Harmful content, specifically sexual content.	0.514044127265592	13	7	0.5384615384615384
31316	6	5.0	4	1	general_illegal_or_unsafe	Requests for advice on how to commit illegal acts or engage in dangerous behavior.	0.5140404935974767	13	7	0.5384615384615384
51664	9	3.0	5	2	self_harm	The neuron is looking for questions about unusual or potentially dangerous activities, often involving a hypothetical scenario or a request for information about a specific, niche topic.	0.5140368599293615	27	9	0.3333333333333333
62	6	2.5	3	0	none	Requests for information that could lead to illegal activities or is incomplete/nonsensical.	0.5140368599293615	27	9	0.3333333333333333
50861	1	1.5	10	0	none	User asking for advice or information about a general topic.	0.5140223252569004	27	9	0.3333333333333333
32767	8	2.0	10	1	weapons_or_explosives	"Questions or statements about various topics, often starting with ""Did the"", ""Find"", ""how do i"", or ""I'm trying to""."	0.5140223252569003	34	10	0.29411764705882354
33419	7	2.5	4	0	none	User queries that are inappropriate or harmful, including illegal activities, hate speech, and misinformation.	0.5140186915887851	27	9	0.3333333333333333
3119	10	6.0	10	4	general_illegal_or_unsafe	Requests for information or opinions on sensitive or controversial topics, including social issues, crime, and personal choices, often with a biased or harmful undertone.	0.5140077905844391	20	8	0.4
13018	1	1.5	6	0	none	Questions or statements about various topics, including animal behavior, health, social issues, and personal habits.	0.5140077905844391	41	11	0.2682926829268293
15268	6	2.0	7	1	harassment_or_defamation	Expressions of prejudice or discrimination against various groups, or questions that elicit such content.	0.5140005232482086	13	7	0.5384615384615384
61564	7	4.0	9	1	privacy_doxxing_or_tracking	The neuron is looking for questions that are inappropriate or harmful.	0.5139896222438627	20	8	0.4
5725	10	5.0	8	4	drugs_or_illicit_substances	Questions about various topics, including recipes, stealing, racial issues, physical characteristics, and pest control.	0.5139823549076322	27	9	0.3333333333333333
4595	1	1.5	5	0	none	Questions about controversial or sensitive social topics.	0.5139641865670557	20	8	0.4
58132	9	6.0	10	2	fraud_theft_or_property_crime	Harmful content, including promoting scams, sexual content, and content related to violence.	0.5139605528989404	27	9	0.3333333333333333
32038	9	5.0	10	3	fraud_theft_or_property_crime	Questions or statements that are inappropriate, harmful, or express negative sentiments.	0.5139314835540181	27	9	0.3333333333333333
26379	7	2.5	10	0	none	User asking for advice or information related to inappropriate or harmful topics, including sexual acts, child abuse, or promoting harmful stereotypes.	0.5139242162177875	20	8	0.4
19183	7	2.0	10	1	fraud_theft_or_property_crime	Questions about negative or undesirable things, often with a hint of dark humor or inappropriate intent.	0.5139205825496722	20	8	0.4
6899	9	5.0	10	2	drugs_or_illicit_substances	Incomplete questions or statements, often with a negative or problematic connotation.	0.5139133152134417	55	13	0.23636363636363636
31808	1	1.5	9	0	none	Negative or offensive language, including slurs, derogatory terms, and expressions of prejudice.	0.5139024142090958	27	9	0.3333333333333333
55402	9	7.0	2	2	drugs_or_illicit_substances	Harmful content related to violence and illegal activities.	0.5138878795366346	34	10	0.29411764705882354
27475	6	4.0	6	1	harassment_or_defamation	Harmful content, including hate speech, illegal activities, and sexual content.	0.5138642606938852	56	13	0.23214285714285715
11255	1	2.5	1	0	none	Incomplete sentences or phrases, often ending abruptly.	0.5138406418511359	27	9	0.3333333333333333
42226	1	1.5	5	0	none	Questions or statements that express a desire to change someone's identity or beliefs, or that are based on stereotypes.	0.513818839842444	35	10	0.2857142857142857
51614	8	2.0	10	1	general_illegal_or_unsafe	"Requests for information or advice, often starting with ""I need help,"" ""How can I,"" ""I'm thinking about,"" or ""Can you look up."	0.5137716021569453	35	10	0.2857142857142857
12057	1	2.5	1	0	none	A user expressing a desire to escape from a police vehicle.	0.5137697853228878	28	9	0.32142857142857145
63118	6	2.5	10	0	none	User expressing a desire to commit a harmful or illegal act, or engaging in sexually explicit content.	0.51376796848883	35	10	0.2857142857142857
33908	7	2.5	5	0	none	Questions or statements related to violence, hate speech, or discrimination against specific groups.	0.513747983314196	28	9	0.32142857142857145
23526	7	5.0	7	2	drugs_or_illicit_substances	User queries that are inappropriate, harmful, or express negative sentiments.	0.5137116466330431	28	9	0.32142857142857145
12403	1	2.5	1	0	none	"The neuron is looking for incomplete questions, specifically those starting with ""What's the most effective way to find out what my spouse is""."	0.5137080129649279	28	9	0.32142857142857145
52746	8	5.0	7	2	fraud_theft_or_property_crime	Asking for advice on how to commit harmful acts.	0.5137043792968125	42	11	0.2619047619047619
48444	6	2.5	4	0	none	Questions that are inappropriate or potentially harmful, often involving illegal activities or dangerous situations.	0.5136807604540631	21	8	0.38095238095238093
46418	7	4.0	7	1	fraud_theft_or_property_crime	User queries that are inappropriate, harmful, or unethical.	0.5136789436200055	28	9	0.32142857142857145
4796	1	1.5	8	0	none	Asking a question or making a statement that implies a question.	0.5136789436200054	14	7	0.5
65479	9	6.0	5	2	general_illegal_or_unsafe	Questions that are either harmful, unethical, or illegal.	0.5136753099518901	14	7	0.5
28833	1	1.5	4	0	none	Requests for assistance with writing or creative tasks, often involving specific stylistic instructions or content.	0.5136625921134867	55	13	0.23636363636363636
2205	8	2.5	10	0	none	User queries that are problematic or harmful.	0.5136535079431984	14	7	0.5
33254	10	5.0	10	3	fraud_theft_or_property_crime	Questions about illegal activities or harmful actions.	0.5136498742750832	56	13	0.23214285714285715
29292	1	2.5	1	0	none	Questions about the appropriateness of being in love with a child.	0.5136407901047949	7	6	0.8571428571428571
51313	1	1.5	3	0	none	Text expressing negative opinions or stereotypes about groups of people or AI.	0.5136389732707373	14	7	0.5
19409	8	5.0	10	1	lethal_or_physical_violence	Questions that are inappropriate, unethical, or illegal, including those related to arson, violence, and slavery.	0.5136353396026221	28	9	0.32142857142857145
53233	9	5.0	10	2	cyber_abuse	Questions or statements that are problematic, harmful, or unethical.	0.513635339602622	14	7	0.5
27231	1	2.5	1	0	none	"Incomplete questions starting with ""why won't white people""."	0.5136335227685643	7	6	0.8571428571428571
26087	1	2.5	2	0	none	Questions that are offensive or inappropriate, often involving derogatory statements or sexual content.	0.5136335227685643	7	6	0.8571428571428571
21132	10	5.0	8	2	drugs_or_illicit_substances	Questions that are inappropriate or harmful.	0.5136335227685643	35	10	0.2857142857142857
58164	7	4.0	10	1	hate_or_dehumanization	User queries that are questions or requests for information, often related to personal situations or common problems.	0.513629889100449	21	8	0.38095238095238093
63173	1	1.5	10	0	none	The neuron is looking for questions that are incomplete or end abruptly, often with a single word or phrase.	0.5136226217642186	55	13	0.23636363636363636
49510	1	2.5	1	0	none	Sarcastic or offensive comments about women.	0.5136226217642185	21	8	0.38095238095238093
40258	10	5.0	10	5	lethal_or_physical_violence	Questions that are inappropriate, offensive, or promote harmful content.	0.5136189880961032	50	12	0.24
35334	10	6.0	9	5	drugs_or_illicit_substances	Questions that describe or inquire about unethical, illegal, or harmful actions, often seeking justification or methods for such actions.	0.5136171712620455	14	7	0.5
45716	6	2.5	6	0	none	Questions about general knowledge or harmful content related to violence.	0.5136153544279879	21	8	0.38095238095238093
29769	8	3.0	2	1	privacy_doxxing_or_tracking	Questions about personal information or sensitive topics.	0.5136062702576997	14	7	0.5
30613	1	1.5	4	0	none	Asking for solutions or opinions on sensitive or controversial topics, often involving ethical dilemmas or social issues.	0.5135953692533538	14	7	0.5
63170	1	1.5	9	0	none	The neuron is looking for questions that are incomplete or end abruptly, often with a single word or phrase.	0.5135917355852386	28	9	0.32142857142857145
50082	6	2.0	8	1	drugs_or_illicit_substances	Questions that are open-ended and ask for suggestions, tips, or information on a variety of topics.	0.5135917355852385	42	11	0.2619047619047619
58061	6	2.5	6	0	none	Questions about engaging in risky or harmful behaviors, or seeking advice on such topics.	0.5135881019171233	28	9	0.32142857142857145
48726	8	4.0	10	1	lethal_or_physical_violence	User is asking for advice on how to do something.	0.5135881019171232	14	7	0.5
48727	9	5.0	8	2	privacy_doxxing_or_tracking	User is asking for advice on how to do something.	0.5135772009127774	14	7	0.5
32105	10	7.0	5	4	fraud_theft_or_property_crime	Illegal activities, specifically theft, breaking and entering, and rape.	0.5135772009127774	14	7	0.5
37070	9	5.0	10	2	drugs_or_illicit_substances	Questions about how to commit unethical or illegal acts, or how to deceive others.	0.5135717504106044	49	12	0.24489795918367346
38664	8	5.0	3	1	fraud_theft_or_property_crime	Phrases describing or inquiring about illegal or harmful activities.	0.5135681167424891	21	8	0.38095238095238093
54512	1	2.5	1	0	none	Derogatory comments about women.	0.5135590325722009	14	7	0.5
65077	6	3.5	1	0	none	The neuron is looking for text related to unethical or secretive actions, particularly involving money or personal gain.	0.5135572157381433	21	8	0.38095238095238093
35103	7	2.0	6	1	cyber_abuse	"Questions that start with ""How do I"" or ""Can anyone"" or ""Hello! I""."	0.5135463147337974	21	8	0.38095238095238093
65477	10	5.0	10	3	harassment_or_defamation	Questions that are either harmful, unethical, or illegal.	0.5134881760439528	49	12	0.24489795918367346
2113	7	2.5	10	0	none	Harmful content, including hate speech, sexual content, and illegal activities.	0.5134772750396069	36	10	0.2777777777777778
57131	10	5.0	10	3	fraud_theft_or_property_crime	Requests for harmful or unethical information, or questions about sensitive topics.	0.513471824537434	28	9	0.32142857142857145
36839	8	3.0	10	2	fraud_theft_or_property_crime	Questions that are either inappropriate or seeking advice on various topics.	0.5134591066990305	63	14	0.2222222222222222
38429	6	2.0	10	1	drugs_or_illicit_substances	"Questions about specific topics or events, often starting with ""I've"" or ""Can you tell me about""."	0.5134227700178776	57	13	0.22807017543859648
39706	8	5.0	3	1	fraud_theft_or_property_crime	Requests for information or assistance that are related to illegal activities.	0.5133682649961484	22	8	0.36363636363636365
56030	6	3.5	2	0	none	Harmful content, specifically questions or statements that are offensive, promote illegal activities, or express hateful views.	0.513339195651226	29	9	0.3103448275862069
39697	9	5.0	10	3	fraud_theft_or_property_crime	Requests for information or assistance that are related to illegal, unethical, or harmful activities.	0.5133301114809377	70	15	0.21428571428571427
37393	8	4.0	6	1	weapons_or_explosives	The neuron is looking for text that describes or asks about dangerous, inappropriate, or harmful actions, or discusses personal problems.	0.51332829464688	29	9	0.3103448275862069
31957	7	4.0	10	1	fraud_theft_or_property_crime	Questions or statements that are inappropriate, harmful, or illegal.	0.5133246609787648	36	10	0.2777777777777778
49839	6	3.5	2	0	none	User expressing intent to engage in a fight or commit a crime.	0.5133210273106495	29	9	0.3103448275862069
33794	6	2.5	10	0	none	User queries that are inappropriate or illegal.	0.5133210273106494	43	11	0.2558139534883721
64287	6	5.0	4	1	general_illegal_or_unsafe	User queries that are harmful or unethical.	0.5132955916338424	15	7	0.4666666666666667
53196	9	5.0	10	2	hate_or_dehumanization	Requests for information that could lead to harmful or illegal activities, or questions that are inappropriate or offensive.	0.5132919579657272	29	9	0.3103448275862069
52797	9	6.0	1	1	weapons_or_explosives	Questions about what kind of gun to get.	0.5132810569613814	22	8	0.36363636363636365
58267	9	5.0	2	1	lethal_or_physical_violence	The neuron is looking for text that describes or requests harmful actions, particularly those involving violence or injury to others.	0.5132701559570355	22	8	0.36363636363636365
42227	10	5.0	9	3	fraud_theft_or_property_crime	Requests for harmful or inappropriate actions, or expressions of violent/malicious intent.	0.5132665222889202	22	8	0.36363636363636365
23938	7	3.0	1	1	hate_or_dehumanization	User expressing a racist sentiment.	0.5132556212845742	8	6	0.75
52221	6	3.5	1	0	none	Harmful content, specifically racist stereotypes.	0.513251987616459	15	7	0.4666666666666667
41782	1	2.5	2	0	none	Incomplete sentences or questions, often related to offensive language or historical quotes.	0.5132447202802284	15	7	0.4666666666666667
52807	9	6.0	1	1	lethal_or_physical_violence	Questions about covering up a murder.	0.5132447202802284	8	6	0.75
8888	7	4.0	10	1	cyber_abuse	Questions about various topics, often with a slightly unethical or problematic undertone, or asking for advice on how to do something.	0.5132410866121131	29	9	0.3103448275862069
31214	1	1.5	8	0	none	Questions or statements that are offensive, derogatory, or involve inappropriate content, often about specific groups or individuals.	0.5132338192758826	22	8	0.36363636363636365
56301	7	2.5	5	0	none	Inappropriate or harmful content, specifically regarding racial slurs or stereotypes.	0.5132338192758825	8	6	0.75
50012	1	1.5	6	0	none	Requests for information about neighbors or how to perform household tasks.	0.5132265519396519	8	6	0.75
20556	9	5.0	4	2	fraud_theft_or_property_crime	Questions that are inappropriate, violent, or illegal in nature.	0.5132229182715368	36	10	0.2777777777777778
47173	6	3.5	1	0	none	Requests for information that is inappropriate or harmful, specifically related to neglecting children.	0.5132156509353061	15	7	0.4666666666666667
34014	7	4.0	7	1	privacy_doxxing_or_tracking	Statements or questions expressing controversial opinions, seeking personal information, or discussing potentially harmful actions.	0.5132120172671909	22	8	0.36363636363636365
893	9	5.0	10	4	cyber_abuse	User queries that are problematic, unethical, or harmful, often involving illegal activities, hate speech, or inappropriate content.	0.5132083835990755	15	7	0.4666666666666667
4275	7	4.0	10	1	drugs_or_illicit_substances	Requests for information or assistance that are potentially harmful, unethical, or illegal, including drug use, theft, hate speech, and inappropriate content.	0.5132047499309602	15	7	0.4666666666666667
891	7	4.0	9	1	privacy_doxxing_or_tracking	User queries that are problematic, unethical, or harmful, often involving illegal activities, hate speech, or inappropriate content.	0.5131974825947297	36	10	0.2777777777777778
46768	8	5.0	10	2	hate_or_dehumanization	User queries that are inappropriate, harmful, or sexually explicit.	0.5131611459135769	22	8	0.36363636363636365
9568	7	5.0	10	1	drugs_or_illicit_substances	Asking for advice or information on how to do something or solve a problem.	0.5131466112411156	64	14	0.21875
42861	9	4.0	7	1	sexual_minors_or_exploitation	Requests for information or assistance related to controversial, unethical, or illegal topics.	0.5131284429005393	36	10	0.2777777777777778
36544	6	2.5	10	0	none	The neuron is looking for questions or statements that are potentially harmful, unethical, or illegal, often involving manipulation, illegal activities, or causing harm to others.	0.5131284429005393	22	8	0.36363636363636365
4818	1	1.5	10	0	none	"Questions starting with ""Can you"", ""What does it mean when"", ""What are"", ""Why does"", or ""How do I""."	0.5131284429005393	36	10	0.2777777777777778
45046	8	4.0	9	1	lethal_or_physical_violence	Incomplete sentences or questions, often related to controversial or harmful topics.	0.513113908228078	29	9	0.3103448275862069
63974	8	3.0	8	2	fraud_theft_or_property_crime	"The neuron is looking for the beginning of a user's request or question, often indicated by phrases like ""I want to make,"" ""How do I make,"" or ""Can you give me a recipe for."	0.513113908228078	29	9	0.3103448275862069
956	7	4.0	10	1	privacy_doxxing_or_tracking	Questions or statements that are inappropriate, harmful, or express negative sentiments, often involving illegal or unethical actions, or offensive language.	0.5130921062193863	43	11	0.2558139534883721
10898	8	5.0	10	1	general_illegal_or_unsafe	Inappropriate questions about children, self-harm, or other harmful content.	0.5130303338614264	66	14	0.21212121212121213
44758	9	6.0	10	3	fraud_theft_or_property_crime	Requests for information that could be used for illegal, harmful, or inappropriate activities, such as cashing bad checks, breaking into houses, or engaging in sexual fetishes.	0.5130285170273688	44	11	0.25
19010	8	4.0	10	1	lethal_or_physical_violence	Negative or harmful content, including hate speech, violence, or sexually explicit material.	0.5130194328570805	65	14	0.2153846153846154
59743	1	1.5	10	0	none	Incomplete sentences or phrases, often ending abruptly.	0.5129176901498524	59	13	0.22033898305084745
38826	9	5.0	10	3	drugs_or_illicit_substances	Questions or statements that describe or inquire about unethical, illegal, or inappropriate actions, often involving harm to others, sexual harassment, or privacy violations.	0.5129158733157948	16	7	0.4375
19317	1	2.5	1	0	none	"The neuron is looking for text that expresses negative or derogatory opinions about a person or group, specifically using terms like ""stupid feminist"" and suggesting offensive content."	0.512879536634642	30	9	0.3
